4000 3
32 37 19 
24 70 50 
26 18 60 
9 24 42 
46 36 11 
13 90 63 
2 37 16 
86 54 92 
79 79 88 
41 30 53 
17 32 57 
29 43 81 
44 29 99 
54 10 86 
57 80 65 
47 9 50 
20 54 80 
9 42 12 
76 96 60 
77 24 0 
96 12 57 
83 7 92 
78 87 4 
87 98 49 
18 86 21 
38 57 7 
38 85 16 
47 70 68 
42 61 95 
15 87 96 
42 57 5 
17 68 47 
83 86 49 
6 54 49 
32 56 59 
92 14 69 
90 25 26 
77 71 55 
4 67 98 
88 99 7 
60 70 10 
44 45 91 
15 77 24 
60 93 18 
80 31 60 
89 90 84 
6 37 23 
34 36 76 
94 39 71 
21 81 59 
41 88 82 
92 47 33 
83 2 48 
68 37 98 
3 24 88 
77 49 12 
71 37 91 
62 19 53 
83 1 13 
57 20 94 
57 14 4 
49 94 68 
33 13 93 
51 47 0 
73 69 56 
21 15 77 
99 43 16 
11 4 85 
56 11 38 
23 59 97 
19 75 56 
94 72 89 
50 12 85 
85 57 41 
90 60 48 
13 11 40 
12 51 28 
30 62 66 
35 67 93 
97 61 79 
70 25 92 
17 12 44 
11 94 95 
12 62 29 
10 97 89 
89 48 22 
88 93 22 
21 38 31 
5 20 48 
10 25 16 
62 70 16 
4 30 56 
0 99 27 
89 72 95 
79 24 28 
50 28 27 
4 93 18 
50 66 73 
77 52 87 
89 93 91 
35 55 92 
7 16 82 
71 80 93 
89 53 63 
23 69 78 
31 84 63 
86 69 82 
62 82 58 
66 23 3 
95 40 27 
22 61 31 
73 3 83 
38 69 36 
65 87 44 
79 16 80 
63 54 9 
52 92 49 
93 52 12 
43 53 90 
18 60 73 
94 90 76 
77 4 36 
19 29 46 
73 78 32 
55 47 29 
83 28 63 
75 13 36 
54 5 3 
44 97 13 
54 12 86 
31 87 31 
54 56 17 
75 37 63 
64 80 47 
72 41 60 
88 30 94 
71 87 36 
11 20 56 
44 91 6 
74 58 81 
26 3 1 
46 53 21 
77 7 61 
18 15 48 
67 30 36 
40 22 9 
43 47 46 
91 69 9 
2 58 23 
12 19 36 
91 29 43 
55 12 91 
86 53 79 
0 56 43 
13 24 51 
11 74 47 
59 82 21 
21 88 63 
1 29 41 
16 56 17 
13 32 97 
39 78 94 
21 7 71 
25 85 43 
26 82 1 
2 83 51 
98 41 41 
22 56 73 
40 94 42 
60 79 49 
80 96 25 
35 55 52 
83 56 48 
90 97 85 
75 90 86 
63 49 6 
64 51 80 
33 8 27 
83 75 90 
87 36 35 
22 18 77 
23 33 91 
75 43 17 
70 35 80 
28 0 99 
11 29 81 
3 78 36 
50 41 42 
51 10 91 
92 23 31 
5 74 51 
10 68 14 
22 88 53 
29 64 10 
1 82 12 
35 12 39 
7 9 56 
45 95 48 
39 96 14 
47 2 64 
15 38 56 
11 37 49 
59 29 99 
58 45 5 
97 55 0 
10 38 28 
74 69 40 
51 92 93 
72 40 84 
84 41 25 
17 55 23 
65 52 13 
83 61 39 
4 88 56 
25 26 18 
93 87 44 
83 20 56 
77 42 36 
24 10 82 
61 85 71 
25 64 54 
64 40 43 
94 28 99 
92 78 43 
46 33 70 
54 5 50 
42 84 98 
64 61 1 
77 12 1 
49 42 58 
70 47 19 
39 33 3 
28 49 51 
51 48 97 
62 62 12 
36 31 68 
13 7 47 
8 18 80 
24 72 53 
22 30 98 
55 26 92 
45 48 1 
98 54 66 
67 85 76 
14 36 7 
85 79 66 
86 40 70 
65 80 5 
25 11 17 
86 35 56 
42 70 11 
31 44 90 
33 21 66 
39 43 64 
89 13 19 
32 59 1 
25 25 71 
79 99 41 
56 40 12 
34 61 39 
33 5 91 
12 26 61 
59 78 66 
9 57 60 
7 92 96 
44 8 41 
9 58 81 
98 33 78 
68 3 24 
98 64 37 
5 30 8 
92 29 62 
69 86 52 
8 13 10 
16 23 60 
21 17 99 
87 49 42 
3 51 71 
76 80 22 
84 39 10 
51 79 45 
15 15 29 
87 54 50 
53 99 33 
56 21 55 
58 54 42 
1 3 55 
38 74 11 
62 78 53 
41 99 67 
3 70 64 
60 73 45 
73 38 50 
98 14 68 
70 71 17 
50 14 16 
23 83 96 
5 20 25 
70 78 93 
76 9 40 
6 0 56 
40 40 82 
20 23 28 
28 85 53 
23 91 8 
22 19 35 
5 41 45 
14 75 60 
48 54 78 
74 40 69 
32 39 6 
12 26 13 
23 80 99 
27 83 74 
47 92 31 
20 37 70 
20 51 98 
94 47 86 
16 32 7 
9 69 74 
63 23 55 
4 85 93 
35 57 80 
17 5 39 
36 30 0 
25 49 42 
15 54 96 
26 51 46 
27 10 12 
9 97 70 
56 16 30 
97 83 94 
85 74 42 
45 55 92 
47 68 29 
76 54 86 
85 2 56 
88 31 39 
23 9 96 
49 76 99 
63 69 49 
34 31 21 
55 89 31 
17 94 77 
57 58 2 
21 13 33 
82 13 27 
76 59 44 
32 68 80 
75 16 45 
69 19 17 
18 87 87 
41 68 20 
39 60 95 
96 70 1 
27 50 61 
73 22 65 
20 97 64 
37 95 62 
37 3 19 
44 16 66 
76 85 72 
4 93 34 
19 90 27 
17 84 21 
80 66 66 
14 2 41 
64 89 68 
4 70 44 
37 66 12 
64 0 60 
48 17 16 
93 74 80 
73 75 36 
41 31 31 
37 32 33 
31 79 42 
68 68 28 
23 52 20 
89 53 91 
61 15 72 
46 35 59 
45 56 24 
22 14 25 
16 80 13 
74 27 23 
30 9 76 
26 1 90 
35 23 30 
97 32 51 
44 67 75 
58 91 6 
49 40 47 
83 4 71 
53 67 52 
8 96 16 
44 84 30 
54 9 16 
30 6 11 
57 63 34 
92 13 71 
15 23 72 
80 15 99 
75 31 91 
17 43 13 
82 65 5 
35 58 13 
13 58 22 
2 39 75 
42 12 35 
42 40 66 
46 2 90 
79 6 6 
38 71 1 
58 26 22 
41 86 31 
49 39 37 
54 15 38 
37 24 29 
16 90 16 
5 11 77 
13 98 62 
69 92 49 
50 20 3 
67 56 90 
33 12 7 
15 38 12 
13 66 73 
83 29 23 
36 3 8 
39 93 20 
59 66 23 
83 75 81 
0 69 71 
80 22 80 
8 42 88 
20 91 87 
29 85 93 
99 54 45 
19 71 88 
54 18 37 
84 12 86 
31 7 64 
69 90 29 
82 55 96 
55 16 52 
68 44 13 
50 32 22 
87 50 99 
67 25 49 
1 15 34 
25 59 69 
47 39 93 
4 19 52 
46 35 14 
90 72 84 
43 65 75 
18 87 23 
43 21 88 
75 39 31 
2 55 59 
36 6 60 
84 29 75 
57 74 15 
40 91 50 
93 9 51 
53 13 84 
59 88 97 
20 72 55 
8 66 14 
18 41 93 
77 35 16 
16 93 37 
44 83 56 
78 89 93 
92 75 12 
55 44 13 
0 27 18 
97 14 12 
53 55 91 
56 25 93 
45 32 37 
45 73 54 
26 75 66 
62 93 65 
7 25 68 
52 33 84 
33 17 70 
17 26 27 
6 30 23 
74 64 89 
40 11 92 
49 24 42 
8 13 20 
56 22 87 
47 6 7 
7 46 57 
82 7 97 
10 47 59 
30 81 11 
47 27 52 
70 31 38 
26 3 16 
34 66 89 
16 45 13 
59 83 3 
77 71 93 
74 72 23 
76 45 93 
82 85 10 
54 92 54 
30 21 17 
10 20 24 
83 76 10 
14 24 53 
36 16 81 
24 9 90 
54 2 42 
93 80 41 
30 74 41 
31 93 38 
36 90 51 
92 91 93 
76 66 28 
24 1 31 
77 73 12 
16 21 29 
66 76 0 
99 61 60 
73 9 21 
87 1 31 
67 23 28 
31 13 45 
64 27 72 
98 42 19 
9 25 96 
48 2 40 
11 5 12 
14 32 9 
3 24 92 
18 87 35 
82 41 71 
65 26 42 
3 37 24 
57 65 95 
33 61 22 
53 7 92 
99 87 2 
31 58 3 
88 78 17 
98 35 22 
50 48 33 
64 61 28 
16 40 40 
41 40 38 
49 11 78 
27 57 46 
58 62 91 
30 84 16 
52 33 25 
73 99 99 
79 33 23 
2 79 89 
22 60 15 
32 36 61 
65 90 77 
35 93 58 
32 8 97 
54 42 91 
63 91 48 
2 32 60 
36 37 19 
62 38 68 
80 79 35 
31 18 42 
89 52 92 
3 45 33 
51 10 23 
10 47 29 
47 62 85 
14 88 70 
8 1 29 
8 54 54 
22 52 84 
32 88 4 
23 78 73 
23 22 25 
5 77 85 
3 47 49 
64 70 57 
9 83 20 
45 38 2 
2 57 88 
94 92 40 
16 36 12 
48 15 72 
61 14 20 
53 93 81 
4 21 87 
38 95 98 
22 5 60 
34 57 90 
79 6 24 
34 87 90 
7 49 67 
60 4 33 
19 67 86 
96 21 41 
65 40 27 
45 84 87 
10 22 70 
16 89 68 
22 74 24 
71 21 87 
41 43 86 
39 26 48 
89 52 80 
39 62 77 
6 73 28 
70 46 58 
58 4 51 
17 64 78 
76 2 18 
82 46 98 
85 28 97 
89 12 60 
45 70 7 
2 99 44 
30 96 69 
86 79 47 
23 21 8 
7 2 18 
34 6 7 
96 88 1 
63 14 76 
61 85 87 
35 69 92 
71 33 41 
37 91 15 
35 48 82 
90 87 48 
85 13 86 
31 87 47 
91 71 52 
23 53 36 
30 45 81 
11 12 80 
46 10 87 
1 34 30 
12 55 96 
28 17 44 
70 13 57 
77 82 49 
6 54 31 
25 2 24 
36 96 96 
76 36 26 
10 45 68 
69 71 96 
23 7 86 
76 70 5 
46 63 16 
53 22 34 
95 7 6 
11 7 29 
47 32 18 
6 41 40 
31 22 82 
38 89 10 
50 77 19 
90 90 84 
30 33 1 
14 85 47 
86 22 38 
78 15 99 
50 36 68 
24 91 1 
3 68 72 
91 80 74 
29 0 70 
21 89 55 
50 44 47 
63 42 20 
82 56 29 
78 54 37 
75 37 95 
64 25 32 
42 24 55 
67 93 69 
89 44 63 
43 72 25 
43 91 12 
12 37 46 
67 89 1 
63 79 56 
13 34 22 
85 17 35 
58 66 16 
51 71 78 
24 39 7 
73 57 47 
37 50 61 
29 17 19 
87 37 87 
85 22 78 
74 84 51 
10 1 50 
41 70 74 
38 62 32 
60 61 58 
17 88 0 
64 32 32 
19 75 56 
11 1 4 
80 43 78 
15 51 97 
92 79 22 
31 72 32 
43 41 76 
11 40 74 
62 17 12 
18 42 79 
39 52 97 
81 33 42 
23 23 90 
43 54 8 
7 36 67 
22 43 37 
71 37 3 
52 83 45 
21 72 4 
94 14 13 
74 0 48 
28 10 25 
75 49 38 
73 69 87 
89 28 97 
90 80 99 
15 49 93 
4 3 61 
81 95 7 
12 30 48 
75 88 0 
84 99 92 
8 41 83 
97 15 53 
89 56 19 
77 15 68 
81 44 61 
38 6 72 
57 84 12 
3 57 47 
72 92 66 
64 39 0 
80 91 61 
63 68 64 
54 95 4 
25 61 36 
34 35 77 
69 37 24 
31 42 10 
1 73 47 
6 99 84 
12 12 32 
32 91 57 
13 18 59 
65 72 12 
39 49 37 
16 30 19 
85 49 70 
82 45 44 
49 1 67 
19 97 57 
20 98 88 
83 22 43 
81 4 94 
14 14 83 
96 22 59 
18 72 23 
92 73 41 
91 60 98 
55 13 96 
56 50 36 
51 77 88 
5 87 2 
13 54 3 
19 87 85 
33 81 66 
21 87 19 
9 69 10 
42 86 99 
36 47 12 
99 33 0 
78 18 95 
0 89 94 
4 71 92 
80 0 12 
55 6 45 
63 4 52 
55 18 77 
18 30 38 
55 36 68 
32 81 65 
81 81 27 
94 22 36 
10 32 56 
61 54 22 
27 53 54 
63 16 36 
51 0 46 
84 36 41 
0 75 53 
36 82 72 
69 67 42 
48 11 83 
36 23 51 
53 18 61 
85 28 34 
92 15 9 
30 53 60 
43 94 13 
10 83 18 
89 53 0 
20 93 29 
14 7 59 
35 24 64 
58 70 86 
55 26 37 
70 76 29 
25 39 22 
25 6 17 
43 94 34 
36 83 87 
63 19 74 
80 51 65 
81 67 41 
2 53 88 
84 93 93 
98 59 82 
44 61 49 
34 78 49 
18 72 32 
5 15 94 
17 11 86 
22 32 10 
64 82 57 
16 53 1 
86 72 38 
22 17 89 
86 71 31 
50 98 6 
58 60 86 
45 86 37 
51 92 48 
20 4 80 
75 20 51 
54 16 40 
51 43 53 
76 12 20 
61 55 59 
80 30 37 
32 29 9 
80 99 81 
74 95 0 
18 75 43 
30 68 17 
94 95 71 
75 52 21 
40 74 53 
58 23 8 
73 77 57 
38 39 30 
9 26 23 
76 95 4 
94 61 61 
75 92 42 
21 14 38 
79 19 1 
40 68 0 
52 66 12 
1 53 74 
50 37 25 
45 68 77 
57 49 98 
32 92 63 
89 56 13 
0 0 40 
83 16 40 
1 13 91 
82 11 21 
5 44 74 
62 76 86 
44 79 11 
81 1 18 
57 89 23 
39 46 54 
87 64 57 
37 96 5 
73 50 1 
29 37 90 
98 87 92 
69 36 24 
42 5 73 
25 56 44 
0 57 51 
8 62 13 
97 62 47 
42 59 19 
72 80 15 
1 62 64 
36 31 33 
23 39 96 
71 4 8 
95 38 32 
32 77 89 
7 91 61 
77 81 63 
95 4 79 
35 64 15 
59 64 77 
81 38 49 
0 0 10 
86 92 14 
71 10 23 
93 1 68 
60 65 65 
13 76 12 
56 26 87 
48 72 76 
59 6 36 
38 95 41 
50 43 58 
98 28 65 
49 2 54 
53 48 54 
67 90 84 
30 21 89 
28 6 76 
38 12 20 
50 85 64 
68 94 91 
43 51 24 
8 57 96 
50 86 83 
47 14 63 
7 25 2 
97 4 11 
11 9 62 
99 12 67 
17 74 20 
80 21 5 
3 49 25 
60 61 0 
80 9 65 
38 28 61 
84 1 7 
96 57 88 
63 54 90 
48 84 91 
63 18 70 
13 27 63 
2 68 85 
86 89 67 
50 76 15 
33 18 74 
32 41 0 
13 55 50 
3 85 8 
4 86 62 
36 34 74 
97 8 8 
3 18 80 
84 85 22 
21 53 99 
87 76 91 
57 17 88 
88 65 39 
20 16 60 
32 64 20 
3 82 51 
48 44 30 
80 97 86 
74 69 41 
23 35 31 
65 49 31 
2 4 42 
13 33 85 
14 16 56 
31 28 99 
86 1 46 
79 83 86 
48 49 88 
23 35 79 
74 66 7 
18 49 9 
40 92 82 
36 70 23 
93 20 16 
19 31 50 
72 76 80 
44 11 8 
16 56 9 
27 94 23 
5 59 71 
79 36 87 
88 80 77 
25 45 50 
50 2 8 
77 88 24 
88 53 26 
89 85 48 
36 31 6 
86 17 89 
37 58 41 
4 58 56 
61 65 55 
40 30 84 
12 89 76 
30 15 50 
92 7 82 
31 82 9 
99 26 78 
72 70 90 
88 31 58 
83 23 80 
7 47 66 
28 3 43 
85 26 46 
66 84 34 
10 51 30 
31 90 16 
71 51 89 
79 38 85 
62 81 90 
43 2 27 
41 9 79 
68 31 25 
13 45 75 
33 87 44 
69 77 75 
79 88 91 
69 68 90 
93 46 21 
18 91 75 
34 45 15 
85 49 26 
20 13 57 
95 50 74 
25 43 46 
36 70 48 
22 53 93 
5 20 33 
1 83 73 
30 29 48 
23 88 93 
54 65 50 
60 45 14 
25 70 16 
19 48 35 
1 43 39 
94 95 26 
1 99 35 
5 29 35 
59 58 19 
95 68 69 
11 83 70 
24 85 44 
92 48 86 
56 82 84 
74 61 80 
92 45 30 
47 62 15 
33 71 32 
57 9 74 
31 39 23 
82 28 95 
66 35 33 
16 36 37 
33 38 55 
42 38 62 
5 80 39 
97 14 96 
83 28 85 
63 36 6 
99 51 1 
29 49 21 
41 64 7 
12 40 50 
70 69 83 
20 85 83 
56 78 9 
30 54 2 
94 17 61 
4 8 76 
7 14 39 
80 14 82 
36 99 6 
43 60 30 
78 48 45 
99 86 92 
68 5 5 
10 24 22 
81 23 3 
88 89 72 
57 78 6 
73 72 31 
1 73 85 
5 40 37 
12 63 22 
62 79 40 
61 6 63 
97 85 86 
34 44 75 
55 77 5 
21 11 72 
25 23 24 
26 94 60 
12 76 63 
92 20 49 
49 44 92 
31 59 52 
69 26 0 
84 17 47 
92 93 31 
24 62 42 
15 75 98 
56 31 41 
98 94 29 
34 93 70 
98 32 71 
96 59 43 
84 34 0 
19 75 6 
29 49 62 
92 75 83 
8 57 8 
90 84 15 
65 79 25 
44 75 29 
31 78 8 
95 80 35 
81 76 43 
94 11 62 
95 42 36 
56 40 36 
79 19 70 
73 97 71 
10 43 73 
56 85 73 
87 68 68 
33 37 88 
71 81 37 
45 96 31 
36 58 83 
28 66 78 
33 96 50 
21 94 11 
74 74 88 
92 13 7 
26 71 33 
2 40 67 
66 40 17 
30 50 74 
71 29 48 
17 2 25 
38 76 20 
45 13 7 
31 9 89 
61 46 15 
9 72 70 
78 72 8 
58 95 27 
23 11 27 
23 13 18 
97 91 43 
68 22 53 
91 2 56 
97 24 83 
97 63 42 
86 39 10 
45 37 67 
28 45 12 
73 91 38 
99 3 3 
17 39 98 
11 98 98 
59 78 86 
19 40 88 
75 86 42 
86 20 88 
6 70 21 
48 15 66 
43 53 62 
17 49 92 
84 50 76 
62 72 31 
68 59 75 
12 90 20 
37 80 42 
53 39 9 
40 41 56 
31 18 95 
93 97 95 
96 68 85 
13 9 60 
28 8 45 
0 69 3 
84 97 53 
14 5 35 
7 8 24 
86 79 70 
39 4 61 
73 41 85 
56 63 78 
53 13 73 
29 3 15 
10 65 10 
6 68 54 
63 50 3 
37 41 77 
91 78 79 
20 98 64 
65 83 63 
58 33 60 
14 25 35 
48 83 84 
59 86 20 
38 80 70 
68 32 50 
5 18 6 
37 38 43 
11 14 93 
60 13 59 
75 89 68 
35 2 66 
90 4 53 
34 38 4 
12 54 16 
34 17 45 
43 83 24 
96 61 19 
51 96 98 
3 36 13 
73 53 71 
22 14 16 
48 20 88 
75 83 97 
51 32 15 
85 29 2 
97 73 45 
13 68 89 
46 22 45 
19 27 12 
94 24 99 
25 11 50 
45 68 40 
46 45 99 
68 44 34 
36 28 40 
86 54 86 
22 53 9 
6 26 5 
24 90 61 
36 9 0 
51 14 37 
5 8 2 
20 54 35 
37 60 22 
44 32 70 
11 68 95 
17 26 58 
86 78 48 
54 86 29 
23 86 86 
60 8 8 
57 95 74 
92 38 49 
27 64 5 
2 33 88 
87 92 67 
55 75 11 
80 83 89 
56 94 88 
9 20 20 
23 83 77 
84 41 70 
42 14 92 
12 41 85 
60 21 55 
83 33 83 
64 63 16 
51 8 30 
32 56 88 
74 25 28 
41 18 21 
63 97 78 
61 88 3 
65 97 86 
26 12 51 
45 71 64 
89 52 8 
87 27 88 
91 68 88 
54 40 35 
19 45 43 
58 77 39 
61 93 92 
19 99 19 
57 10 68 
74 77 99 
7 84 91 
50 12 40 
38 59 97 
98 33 6 
18 79 43 
91 20 6 
32 26 69 
86 40 47 
32 82 53 
13 35 1 
73 90 13 
20 94 43 
47 6 25 
13 59 15 
44 62 79 
19 12 80 
49 38 3 
0 88 87 
69 6 8 
26 60 19 
13 10 72 
92 24 3 
79 94 53 
40 97 75 
26 15 49 
52 97 32 
60 73 78 
10 15 47 
56 82 24 
7 9 87 
33 71 81 
38 29 55 
96 89 9 
55 51 78 
61 81 55 
2 33 17 
59 59 54 
18 2 98 
51 75 57 
88 63 13 
85 73 24 
10 41 31 
45 44 42 
30 54 25 
71 28 93 
34 31 37 
19 98 87 
64 55 87 
6 33 45 
69 3 43 
48 3 96 
70 60 62 
47 92 52 
87 73 12 
74 13 54 
90 49 86 
99 4 68 
52 57 79 
92 34 72 
78 34 84 
86 54 0 
45 80 28 
19 50 5 
89 37 4 
37 66 60 
0 41 58 
17 37 23 
47 36 50 
98 24 70 
87 16 19 
45 62 65 
77 9 64 
73 19 97 
31 25 87 
67 42 56 
29 2 43 
35 29 88 
60 47 37 
73 33 41 
26 74 92 
49 93 37 
44 46 88 
18 54 95 
95 68 40 
44 72 39 
25 58 61 
37 22 47 
57 20 99 
86 62 23 
43 82 18 
25 19 27 
41 70 43 
46 54 33 
47 19 42 
28 18 45 
5 58 99 
3 89 94 
91 30 38 
68 3 80 
52 17 20 
58 99 30 
64 38 41 
54 77 2 
89 67 60 
64 57 85 
22 43 38 
56 21 7 
8 20 11 
73 12 69 
43 56 62 
12 18 57 
96 53 41 
70 19 41 
13 63 43 
38 49 9 
87 41 88 
30 10 56 
93 2 19 
29 19 66 
14 37 38 
40 31 47 
78 81 62 
42 71 25 
36 92 64 
46 62 66 
94 52 42 
25 75 8 
83 84 8 
55 88 11 
52 29 41 
79 20 29 
98 51 14 
62 92 58 
12 48 62 
37 28 67 
76 53 24 
44 2 78 
3 21 2 
76 3 96 
5 68 27 
17 41 74 
90 48 45 
74 84 35 
52 42 21 
99 76 7 
69 14 72 
97 40 8 
11 4 29 
14 72 82 
68 68 57 
40 69 95 
82 41 6 
92 38 35 
95 68 35 
76 27 92 
49 44 28 
53 82 56 
31 51 97 
28 37 62 
49 60 88 
32 78 38 
96 64 44 
58 24 95 
90 56 93 
28 36 15 
57 63 27 
79 31 28 
23 9 4 
91 94 55 
50 90 13 
81 35 30 
49 28 84 
27 34 73 
41 84 56 
3 48 71 
46 57 49 
37 46 0 
43 11 30 
21 46 68 
84 57 17 
25 67 21 
93 95 57 
94 58 42 
90 44 66 
4 1 17 
83 31 89 
24 40 80 
11 38 30 
87 1 99 
33 6 25 
7 8 72 
5 64 92 
66 69 23 
61 69 66 
84 54 45 
1 71 36 
84 68 39 
8 2 30 
96 59 72 
34 84 15 
87 21 9 
20 75 57 
30 61 65 
82 18 39 
7 52 69 
1 18 2 
22 4 82 
2 15 89 
64 17 80 
69 14 78 
91 53 65 
32 86 21 
99 74 58 
53 9 43 
74 38 53 
20 4 59 
16 35 75 
65 61 5 
77 16 94 
57 83 9 
11 21 34 
64 46 11 
17 91 41 
72 56 65 
36 23 27 
7 8 48 
77 11 45 
92 5 89 
53 51 16 
22 44 44 
29 2 66 
14 15 97 
29 85 96 
56 64 0 
49 45 41 
9 74 9 
17 13 10 
24 72 48 
51 63 78 
48 51 20 
41 92 1 
49 79 65 
89 41 9 
17 24 30 
31 83 6 
33 53 86 
67 72 42 
11 42 30 
92 51 97 
15 87 34 
40 21 83 
24 79 41 
70 41 98 
5 90 85 
8 52 76 
18 65 18 
90 70 29 
90 66 6 
15 61 7 
48 29 50 
87 2 28 
88 15 83 
33 55 67 
59 29 14 
77 22 21 
6 69 7 
82 63 19 
95 60 84 
76 53 98 
1 77 80 
99 11 5 
77 71 61 
39 66 20 
92 64 20 
89 89 43 
92 39 46 
15 20 57 
82 1 55 
50 58 50 
96 33 53 
6 68 94 
97 4 54 
42 60 59 
99 8 32 
49 59 12 
99 85 76 
81 4 27 
20 95 72 
13 97 61 
22 30 41 
51 62 70 
5 34 17 
33 53 42 
15 79 16 
8 34 47 
29 68 32 
22 19 48 
74 72 62 
81 63 36 
11 51 85 
15 84 3 
51 82 50 
33 92 64 
18 30 79 
19 70 48 
82 91 22 
12 38 20 
50 26 67 
83 70 17 
18 25 75 
33 62 20 
67 52 73 
63 72 23 
34 88 81 
38 50 28 
29 22 48 
41 51 36 
80 39 10 
53 55 78 
62 53 81 
59 32 27 
4 26 6 
21 23 12 
94 62 90 
63 38 89 
13 85 50 
17 6 70 
55 62 5 
95 2 53 
61 23 67 
41 92 42 
81 49 92 
42 77 87 
64 97 92 
6 16 37 
86 23 7 
69 82 66 
60 82 22 
62 5 87 
86 14 32 
93 37 23 
83 9 97 
3 4 21 
42 54 77 
29 42 1 
71 82 34 
11 15 22 
66 57 8 
74 24 28 
78 16 70 
96 84 2 
42 97 92 
68 42 37 
85 17 61 
82 83 60 
69 76 11 
63 65 75 
24 32 74 
56 20 50 
71 80 51 
92 98 25 
55 82 96 
61 75 6 
25 98 37 
77 47 42 
65 74 30 
35 55 8 
77 86 48 
70 22 49 
98 14 1 
26 98 92 
97 25 39 
36 33 33 
22 85 80 
14 63 30 
19 36 68 
31 38 67 
46 22 76 
13 81 13 
79 13 36 
43 24 36 
54 65 94 
54 85 52 
67 75 84 
49 37 5 
86 94 58 
4 47 71 
79 91 60 
55 12 0 
56 7 96 
94 42 18 
54 44 90 
8 23 57 
62 32 63 
66 86 37 
68 74 44 
70 53 6 
38 50 64 
31 53 42 
10 59 3 
42 7 16 
95 78 32 
22 79 71 
18 47 53 
13 16 33 
52 0 33 
57 25 63 
47 32 22 
78 28 88 
50 60 72 
7 85 14 
63 80 49 
7 17 76 
22 32 50 
92 74 16 
16 2 31 
6 88 64 
65 90 68 
38 64 1 
2 29 13 
3 93 65 
48 11 3 
52 74 79 
55 16 86 
44 69 10 
91 90 34 
5 35 23 
72 37 96 
80 84 24 
35 27 86 
3 63 67 
51 78 68 
43 41 14 
53 73 72 
35 15 36 
74 17 85 
24 45 88 
83 21 98 
82 61 50 
79 80 42 
32 38 9 
82 62 74 
87 3 17 
73 24 4 
44 74 90 
60 1 53 
81 70 94 
86 2 50 
32 57 12 
1 44 68 
14 76 36 
88 44 71 
15 38 65 
54 14 48 
89 1 29 
22 71 30 
36 28 89 
0 15 22 
35 14 53 
77 39 2 
26 1 35 
79 18 56 
17 3 19 
33 19 29 
9 36 68 
92 59 1 
95 39 49 
10 44 39 
98 24 99 
49 10 24 
37 32 16 
18 76 27 
77 74 29 
2 78 38 
23 47 81 
60 83 84 
0 64 20 
72 42 70 
46 37 69 
56 1 98 
60 40 87 
66 6 30 
73 17 99 
85 10 5 
98 21 77 
56 79 40 
17 54 78 
25 73 81 
68 50 4 
93 87 78 
75 84 57 
41 60 0 
57 73 53 
77 65 84 
70 1 79 
25 60 54 
72 48 42 
99 54 96 
50 85 93 
33 53 62 
26 17 15 
37 53 82 
13 66 67 
30 35 40 
60 63 7 
95 12 45 
28 26 31 
41 21 19 
66 21 66 
45 27 8 
54 52 67 
51 32 3 
1 61 36 
44 27 8 
19 79 71 
51 47 67 
93 54 51 
90 69 44 
59 73 87 
19 21 90 
76 41 50 
89 52 41 
15 72 52 
8 97 61 
20 17 69 
31 81 73 
36 80 94 
67 89 10 
57 33 15 
34 94 45 
82 95 63 
20 83 43 
28 80 87 
83 87 54 
19 56 82 
11 27 99 
12 42 72 
83 63 79 
1 23 7 
97 31 54 
31 80 12 
51 45 52 
13 37 18 
44 50 59 
54 2 25 
98 17 17 
17 75 38 
48 54 17 
54 66 40 
93 86 70 
77 2 83 
63 59 60 
92 59 61 
94 23 16 
63 80 12 
71 7 58 
86 77 30 
97 27 47 
93 19 3 
51 9 69 
81 79 53 
0 63 99 
37 98 90 
98 39 41 
44 92 29 
84 0 41 
59 93 61 
77 72 84 
65 12 59 
38 47 75 
75 12 92 
9 53 65 
56 99 80 
19 20 67 
37 88 2 
0 92 42 
73 21 16 
9 5 8 
40 14 46 
38 55 56 
89 39 87 
82 0 3 
4 20 89 
71 61 2 
67 31 82 
80 40 85 
67 18 18 
13 67 38 
63 52 59 
58 27 3 
97 64 79 
74 53 93 
21 92 27 
71 35 29 
3 93 45 
94 22 99 
94 4 91 
81 44 16 
26 78 70 
44 8 69 
79 5 42 
55 10 91 
40 59 55 
96 49 38 
40 73 33 
40 78 52 
24 14 78 
70 41 96 
14 19 21 
95 62 22 
18 17 95 
46 46 30 
43 98 47 
42 45 33 
61 44 39 
12 20 68 
28 20 98 
14 96 72 
93 17 29 
73 42 31 
84 57 74 
71 44 93 
94 39 29 
85 75 50 
30 18 90 
45 35 9 
93 89 11 
90 50 89 
28 95 94 
59 78 90 
4 62 89 
8 38 11 
60 10 11 
50 6 82 
16 43 6 
79 0 83 
90 84 98 
51 73 39 
33 68 68 
48 58 75 
15 62 34 
22 83 97 
92 60 63 
15 26 13 
53 68 86 
19 77 58 
22 92 88 
49 65 30 
96 83 0 
40 37 41 
54 75 37 
14 93 44 
40 92 29 
23 63 35 
73 44 57 
23 0 17 
5 4 98 
27 6 78 
8 83 20 
93 75 91 
13 90 3 
66 36 71 
80 75 17 
57 61 66 
91 28 61 
14 62 18 
70 86 41 
70 57 33 
58 14 24 
79 97 81 
82 12 16 
23 11 5 
71 64 55 
50 82 22 
75 76 13 
34 47 26 
89 35 57 
15 42 53 
22 34 61 
21 20 55 
99 93 16 
3 38 53 
61 70 56 
34 25 14 
63 30 54 
89 38 45 
21 50 42 
2 52 78 
4 58 0 
